Facility ID,Facility Name,Facility Type,Ownership,Operational Status,Province,District,Services
2774,Lubwe Hospital Affiliated Health Centre,Health Centre,MOH,Functional,Luapula,Chifunabuli,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
2278,Kaloko Urban Health Centre,Health Centre,MOH,Functional,Copperbelt,Ndola,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; ART & VMMC; Public Health Services; Dental; Laboratory Services"
3051,Kalembwe Rural Health Centre,Health Centre,MOH,Functional,Luapula,Chienge,"ART & VMMC; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services; General Practice Consultation & Treatment"
1657,Lulan'unyi Health Post,Health Post,MOH,Functional,Western,Sikongo,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
3149,Katonte Health Post,Health Post,MOH,Functional,Copperbelt,Masaiti,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
2840,Chinsali District Hospital,1st Level Hospital,MOH,Functional,Muchinga,Chinsali,Resuscitation and Emergency Medicine; Critical Care Medicine (High Dependency Care); Internal Medicine (Infectious and None Communicable Medicine); Laboratory Services; Dental; Ophthalmology; Obstetrics and Gynaecology; Palliative care services; Patient Referral and Transfer; Physiotherapy and Rehabilitation; Psychiatry and Mental Health; Imaging such as radiology and sonography (Simple and Special); Surgery
1768,Mimpongo Health Post,Health Post,MOH,Functional,Western,Nkeyema,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
2226,Thomson District Hospital,1st Level Hospital,MOH,Functional,Copperbelt,Luanshya,Surgery; Resuscitation and Emergency Medicine; Critical Care Medicine (High Dependency Care); Internal Medicine (Infectious and None Communicable Medicine); Laboratory Services; Dental; Ophthalmology; Obstetrics and Gynaecology; Palliative care services; Patient Referral and Transfer; Physiotherapy and Rehabilitation; Psychiatry and Mental Health; Imaging such as radiology and sonography (Simple and Special)
1793,Lombe Lombe Health Post,Health Post,MOH,Functional,Western,Nkeyema,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1278,Konkola Rural Health Centre,Health Centre,MOH,Functional,Southern,Mazabuka,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
3122,Kafinda Health Post,Health Post,MOH,Functional,Central,Chitambo,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
4359,Prime Dental and Aesthetics Clinic,General clinic,Private,Functional,Lusaka,Lusaka,N/A
4425,Mum's Care Hospital - Woodlands,1st Level Hospital,Private,Functional,Lusaka,Lusaka,N/A
4163,Milulu Health Post,Health Post,MOH,Functional,Luapula,Milenge,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1560,Mandombe Rural Health Centre,Health Centre,MOH,Functional,Lusaka,Luangwa,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Dental; Laboratory Services; Public Health Services; ART & VMMC"
1242,Chikuni Mission Hospital,1st Level Hospital,Faith Based,Functional,Southern,Monze,N/A
2260,Diambombola Rural Health Centre,Health Centre,MOH,Functional,North-Western,Manyinga,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Dental; Laboratory Services; Public Health Services; ART & VMMC"
2348,Chavuma Urban Health Centre,Health Centre,Police Service,Functional,Copperbelt,Kitwe,N/A
3070,Lambwe Chikwama Health Post,Health Post,MOH,Functional,Luapula,Chienge,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1893,Kapirimphika Health Post,Health Post,MOH,Functional,Eastern,Chadiza,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
2505,Mwase Lundazi   Rural Health Centre,Health Centre,MOH,Functional,Eastern,Lundazi,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
4057,Mbale Health Post,Health Post,MOH,Functional,Western,Luampa,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); General Practice Consultation & Treatment; Maternity; Public Health Services"
4070,Lutembwe Health Post,Health Post,MOH,Functional,Western,Mitete,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
3411,Chozi Rural Health Centre,Health Centre,MOH,Functional,Muchinga,Nakonde,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); General Practice Consultation & Treatment; Maternity; Dental; Laboratory Services; Public Health Services; ART & VMMC"
4062,Namando Health Post,Health Post,MOH,Functional,Western,Luampa,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
4044,Nyachikayi Health Post,Health Post,MOH,Functional,North-Western,Zambezi,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1722,Liundu Health Post,Health Post,MOH,Functional,Western,Sikongo,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1861,Lishuwa Rural Health Centre,Health Centre,MOH,Functional,Western,Lukulu,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
3405,Nabwalya Rural Health Centre,Health Centre,MOH,Functional,Muchinga,Mpika,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services; ART & VMMC"
1913,Sinda Rural Health Centre,Health Centre,MOH,Functional,Eastern,Sinda,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Dental; Laboratory Services; Public Health Services; ART & VMMC"
4360,Elite Dental Clinic - Cosmopolitan,Dental clinic,Private,Functional,Lusaka,Lusaka,N/A
4374,Medi Hope Clinic,General clinic,Private,Closed,Lusaka,Lusaka,N/A
4229,Comfort Hospital,1st Level Hospital,Private,Functional,Lusaka,Lusaka,N/A
3437,Nzoche Health Post,Health Post,MOH,Functional,Muchinga,Isoka,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
2971,John Chivuta Health Post,Health Post,MOH,Functional,Northern,Senga Hill,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
2761,Mundubi Rural Health Centre,Health Centre,MOH,Functional,Luapula,Chifunabuli,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1466,Shimabala Health Post,Health Post,MOH,Functional,Lusaka,Kafue,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1695,Libonda Rural Health Centre,Health Centre,MOH,Functional,Western,Kalabo,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); General Practice Consultation & Treatment; Maternity; Dental; Laboratory Services; Public Health Services; ART & VMMC"
2352,Chikumbi Rural Health Center,Health Centre,MOH,Functional,Copperbelt,Masaiti,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
3410,Ntantumbila Rural Health Center,Health Centre,MOH,Functional,Muchinga,Nakonde,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Dental; Laboratory Services; Public Health Services; ART & VMMC"
4418,Veronica Chikonda adolescent clinic,Health Centre,MOH,Functional,Luapula,Samfya,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
4112,Kafubu Block Health Post,Health Post,MOH,Functional,Copperbelt,Ndola,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
3165,Mlera Rural Health Centre,Health Centre,MOH,Functional,Eastern,Sinda,"Laboratory Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Public Health Services; ART & VMMC"
1341,Mambolomoka Rural Health Centre,Health Centre,MOH,Functional,Western,Shang'ombo,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services; ART & VMMC"
2812,Sitwe Rural Health Centre,Health Centre,MOH,Functional,Eastern,Chama,"Dental; Laboratory Services; Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1459,Lueti Rural Health Centre,Health Centre,MOH,Functional,Western,Sikongo,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
2470,Nyangwe Rural Health Centre,Health Centre,MOH,Functional,Eastern,Lundazi,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1150,Nantale Health Post,Health Post,MOH,Functional,Southern,Kalomo,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
3342,Mulanshi Rural Health Centre,Health Centre,MOH,Functional,Northern,Kasama,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); General Practice Consultation & Treatment; Maternity; Dental; Laboratory Services; Public Health Services; ART & VMMC"
3233,Namakando Health Post,Health Post,MOH,Functional,Western,Mitete,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1482,Chisankane Rural Health Centre,Health Centre,MOH,Functional,Lusaka,Kafue,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); ART & VMMC; Dental; Laboratory Services; Public Health Services"
2572,Kasumbalesa Urban Health Centre,Health Centre,MOH,Functional,Copperbelt,Chililabombwe,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
1167,Mulobezi Rural Health Centre,Health Centre,MOH,Functional,Western,Mulobezi,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services; ART & VMMC"
2550,Nchanga I Urban Health Centre,Health Centre,MOH,Functional,Copperbelt,Chingola,"Maternity; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Dental; Laboratory Services; Public Health Services"
1917,Chanida Rural Health Centre,Health Centre,MOH,Functional,Eastern,Chadiza,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
4280,Lusaka Dental Surgery,Dental clinic,Private,Functional,Lusaka,Lusaka,N/A
3417,Chitamba Health Post,Health Post,MOH,Functional,Muchinga,Nakonde,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
2691,Kasoma Bangweulu Health Post,Health Post,MOH,Functional,Luapula,Samfya,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
2124,Nguvu Rural Health Centre,Health Centre,MOH,Functional,North-Western,Chavuma,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
