facility_code,service_category,service_group,service_detail
2732,ART & VMMC,ART & VMMC,ART & VMMC
2393,Maternity,Maternity,Maternity
2393,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2393,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2393,Public Health Services,Public Health Services,Public Health Services
1421,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1421,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1421,Maternity,Maternity,Maternity
1421,Public Health Services,Public Health Services,Public Health Services
2250,Public Health Services,Public Health Services,Public Health Services
2250,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2250,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2250,Maternity,Maternity,Maternity
2250,Dental,Dental,Dental
2250,Laboratory Services,Laboratory Services,Laboratory Services
2250,ART & VMMC,ART & VMMC,ART & VMMC
4362,Maternity,Maternity,Maternity
4362,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
4362,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
4362,Public Health Services,Public Health Services,Public Health Services
2673,Public Health Services,Public Health Services,Public Health Services
2673,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2673,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2673,Maternity,Maternity,Maternity
2673,Dental,Dental,Dental
2673,Laboratory Services,Laboratory Services,Laboratory Services
2673,ART & VMMC,ART & VMMC,ART & VMMC
3314,ART & VMMC,ART & VMMC,ART & VMMC
3314,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3314,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3314,Maternity,Maternity,Maternity
3314,Dental,Dental,Dental
3314,Laboratory Services,Laboratory Services,Laboratory Services
3314,Public Health Services,Public Health Services,Public Health Services
3812,Dental,Dental,Dental
3812,Laboratory Services,Laboratory Services,Laboratory Services
3812,Public Health Services,Public Health Services,Public Health Services
3812,ART & VMMC,ART & VMMC,ART & VMMC
3812,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3812,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3812,Maternity,Maternity,Maternity
1819,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1819,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1819,Maternity,Maternity,Maternity
1819,Public Health Services,Public Health Services,Public Health Services
2591,Public Health Services,Public Health Services,Public Health Services
2591,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2591,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2591,Maternity,Maternity,Maternity
2591,Dental,Dental,Dental
2591,Laboratory Services,Laboratory Services,Laboratory Services
2591,ART & VMMC,ART & VMMC,ART & VMMC
2065,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2065,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2065,Maternity,Maternity,Maternity
2065,Dental,Dental,Dental
2065,Laboratory Services,Laboratory Services,Laboratory Services
2065,Public Health Services,Public Health Services,Public Health Services
2065,ART & VMMC,ART & VMMC,ART & VMMC
3921,Maternity,Maternity,Maternity
3921,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3921,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3921,Public Health Services,Public Health Services,Public Health Services
4043,Maternity,Maternity,Maternity
4043,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
4043,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
4043,Public Health Services,Public Health Services,Public Health Services
1562,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1562,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1562,Maternity,Maternity,Maternity
1562,Public Health Services,Public Health Services,Public Health Services
1674,Public Health Services,Public Health Services,Public Health Services
1674,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1674,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1674,Maternity,Maternity,Maternity
1674,Dental,Dental,Dental
1674,Laboratory Services,Laboratory Services,Laboratory Services
1674,ART & VMMC,ART & VMMC,ART & VMMC
2525,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2525,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2525,Maternity,Maternity,Maternity
2525,ART & VMMC,ART & VMMC,ART & VMMC
2525,Public Health Services,Public Health Services,Public Health Services
2525,Dental,Dental,Dental
2525,Laboratory Services,Laboratory Services,Laboratory Services
1906,Maternity,Maternity,Maternity
1906,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1906,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1906,Public Health Services,Public Health Services,Public Health Services
1526,Public Health Services,Public Health Services,Public Health Services
1526,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1526,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1526,Maternity,Maternity,Maternity
1526,Dental,Dental,Dental
1526,Laboratory Services,Laboratory Services,Laboratory Services
1526,ART & VMMC,ART & VMMC,ART & VMMC
1232,Public Health Services,Public Health Services,Public Health Services
1232,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1232,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1232,Maternity,Maternity,Maternity
1232,Dental,Dental,Dental
1232,Laboratory Services,Laboratory Services,Laboratory Services
1232,ART & VMMC,ART & VMMC,ART & VMMC
3424,Surgery,Surgery,Surgery
3424,Resuscitation and Emergency Medicine,Resuscitation and Emergency Medicine,Resuscitation and Emergency Medicine
3424,Critical Care Medicine (High Dependency Care),Critical Care Medicine (High Dependency Care),Critical Care Medicine (High Dependency Care)
3424,Internal Medicine (Infectious and None Communicable Medicine),Internal Medicine (Infectious and None Communicable Medicine),Internal Medicine (Infectious and None Communicable Medicine)
3424,Laboratory Services,Laboratory Services,Laboratory Services
3424,Dental,Dental,Dental
3424,Ophthalmology,Ophthalmology,Ophthalmology
3424,Obstetrics and Gynaecology,Obstetrics and Gynaecology,Obstetrics and Gynaecology
3424,Palliative care services,Palliative care services,Palliative care services
3424,Patient Referral and Transfer,Patient Referral and Transfer,Patient Referral and Transfer
3424,Physiotherapy and Rehabilitation,Physiotherapy and Rehabilitation,Physiotherapy and Rehabilitation
3424,Psychiatry and Mental Health,Psychiatry and Mental Health,Psychiatry and Mental Health
3424,Imaging such as radiology and sonography (Simple and Special),Imaging such as radiology and sonography (Simple and Special),Imaging such as radiology and sonography (Simple and Special)
1347,Public Health Services,Public Health Services,Public Health Services
1347,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1347,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1347,Maternity,Maternity,Maternity
1347,Dental,Dental,Dental
1347,Laboratory Services,Laboratory Services,Laboratory Services
1347,ART & VMMC,ART & VMMC,ART & VMMC
2205,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2205,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2205,Maternity,Maternity,Maternity
2205,ART & VMMC,ART & VMMC,ART & VMMC
2205,Public Health Services,Public Health Services,Public Health Services
2205,Dental,Dental,Dental
2205,Laboratory Services,Laboratory Services,Laboratory Services
3214,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3214,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3214,Maternity,Maternity,Maternity
3214,Public Health Services,Public Health Services,Public Health Services
3458,Public Health Services,Public Health Services,Public Health Services
3458,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3458,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3458,Maternity,Maternity,Maternity
3458,Dental,Dental,Dental
3458,Laboratory Services,Laboratory Services,Laboratory Services
3458,ART & VMMC,ART & VMMC,ART & VMMC
3587,ART & VMMC,ART & VMMC,ART & VMMC
3587,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3587,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3587,Maternity,Maternity,Maternity
3587,Dental,Dental,Dental
3587,Laboratory Services,Laboratory Services,Laboratory Services
3587,Public Health Services,Public Health Services,Public Health Services
3554,Maternity,Maternity,Maternity
3554,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3554,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3554,Public Health Services,Public Health Services,Public Health Services
3619,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3619,Maternity,Maternity,Maternity
3619,Public Health Services,Public Health Services,Public Health Services
3619,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2613,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2613,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2613,Maternity,Maternity,Maternity
2613,Dental,Dental,Dental
2613,Laboratory Services,Laboratory Services,Laboratory Services
2613,Public Health Services,Public Health Services,Public Health Services
2613,ART & VMMC,ART & VMMC,ART & VMMC
1644,Maternity,Maternity,Maternity
1644,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1644,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1644,Public Health Services,Public Health Services,Public Health Services
3441,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3441,Maternity,Maternity,Maternity
3441,Public Health Services,Public Health Services,Public Health Services
3441,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1003,Maternity,Maternity,Maternity
1003,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1003,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1003,Public Health Services,Public Health Services,Public Health Services
2219,Maternity,Maternity,Maternity
2219,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2219,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2219,Dental,Dental,Dental
2219,Laboratory Services,Laboratory Services,Laboratory Services
2219,Public Health Services,Public Health Services,Public Health Services
2219,ART & VMMC,ART & VMMC,ART & VMMC
1490,Maternity,Maternity,Maternity
1490,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1490,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1490,Public Health Services,Public Health Services,Public Health Services
1377,Public Health Services,Public Health Services,Public Health Services
1377,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1377,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1377,Maternity,Maternity,Maternity
1377,Dental,Dental,Dental
1377,Laboratory Services,Laboratory Services,Laboratory Services
1377,ART & VMMC,ART & VMMC,ART & VMMC
3510,Public Health Services,Public Health Services,Public Health Services
3510,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3510,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3510,Maternity,Maternity,Maternity
2707,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2707,Public Health Services,Public Health Services,Public Health Services
2707,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2707,Maternity,Maternity,Maternity
2614,Public Health Services,Public Health Services,Public Health Services
2614,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2614,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2614,Maternity,Maternity,Maternity
4284,Surgery,Surgery,Surgery
4284,Internal Medicine (Infectious and None Communicable Medicine),Internal Medicine (Infectious and None Communicable Medicine),Internal Medicine (Infectious and None Communicable Medicine)
4284,Critical Care Medicine (High Dependency Care),Critical Care Medicine (High Dependency Care),Critical Care Medicine (High Dependency Care)
4284,Laboratory Services,Laboratory Services,Laboratory Services
4284,Dental,Dental,Dental
4284,Ophthalmology,Ophthalmology,Ophthalmology
4284,Obstetrics and Gynaecology,Obstetrics and Gynaecology,Obstetrics and Gynaecology
4284,Palliative care services,Palliative care services,Palliative care services
4284,Patient Referral and Transfer,Patient Referral and Transfer,Patient Referral and Transfer
4284,Physiotherapy and Rehabilitation,Physiotherapy and Rehabilitation,Physiotherapy and Rehabilitation
4284,Psychiatry and Mental Health,Psychiatry and Mental Health,Psychiatry and Mental Health
4284,Imaging such as radiology and sonography (Simple and Special),Imaging such as radiology and sonography (Simple and Special),Imaging such as radiology and sonography (Simple and Special)
4284,Resuscitation and Emergency Medicine,Resuscitation and Emergency Medicine,Resuscitation and Emergency Medicine
1418,Public Health Services,Public Health Services,Public Health Services
1418,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1418,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1418,Maternity,Maternity,Maternity
1418,Dental,Dental,Dental
1418,Laboratory Services,Laboratory Services,Laboratory Services
1418,ART & VMMC,ART & VMMC,ART & VMMC
2358,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2358,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2358,Maternity,Maternity,Maternity
2358,ART & VMMC,ART & VMMC,ART & VMMC
2358,Public Health Services,Public Health Services,Public Health Services
2358,Dental,Dental,Dental
2358,Laboratory Services,Laboratory Services,Laboratory Services
2671,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2671,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2671,Maternity,Maternity,Maternity
2671,Dental,Dental,Dental
2671,Laboratory Services,Laboratory Services,Laboratory Services
2671,Public Health Services,Public Health Services,Public Health Services
2671,ART & VMMC,ART & VMMC,ART & VMMC
3726,Public Health Services,Public Health Services,Public Health Services
3726,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3726,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3726,Maternity,Maternity,Maternity
3726,Dental,Dental,Dental
3726,Laboratory Services,Laboratory Services,Laboratory Services
3726,ART & VMMC,ART & VMMC,ART & VMMC
3777,Maternity,Maternity,Maternity
3777,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3777,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3777,Public Health Services,Public Health Services,Public Health Services
3731,Public Health Services,Public Health Services,Public Health Services
3731,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3731,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3731,Maternity,Maternity,Maternity
3376,Public Health Services,Public Health Services,Public Health Services
3376,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3376,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3376,Maternity,Maternity,Maternity
3376,Dental,Dental,Dental
3376,Laboratory Services,Laboratory Services,Laboratory Services
3376,ART & VMMC,ART & VMMC,ART & VMMC
1009,Maternity,Maternity,Maternity
1009,ART & VMMC,ART & VMMC,ART & VMMC
1009,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1009,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1009,Dental,Dental,Dental
1009,Laboratory Services,Laboratory Services,Laboratory Services
1009,Public Health Services,Public Health Services,Public Health Services
1363,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1363,Maternity,Maternity,Maternity
1363,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1363,Dental,Dental,Dental
1363,Laboratory Services,Laboratory Services,Laboratory Services
1363,Public Health Services,Public Health Services,Public Health Services
1363,ART & VMMC,ART & VMMC,ART & VMMC
1457,Public Health Services,Public Health Services,Public Health Services
1457,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1457,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1457,Maternity,Maternity,Maternity
2983,Maternity,Maternity,Maternity
2983,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2983,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2983,Public Health Services,Public Health Services,Public Health Services
3299,Maternity,Maternity,Maternity
3299,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3299,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3299,Public Health Services,Public Health Services,Public Health Services
1045,ART & VMMC,ART & VMMC,ART & VMMC
1045,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1045,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1045,Maternity,Maternity,Maternity
1045,Dental,Dental,Dental
1045,Laboratory Services,Laboratory Services,Laboratory Services
1045,Public Health Services,Public Health Services,Public Health Services
3436,Maternity,Maternity,Maternity
3436,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3436,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3436,Public Health Services,Public Health Services,Public Health Services
3801,Public Health Services,Public Health Services,Public Health Services
3801,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3801,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3801,Maternity,Maternity,Maternity
2228,Patient Referral and Transfer,Patient Referral and Transfer,Patient Referral and Transfer
2228,Internal Medicine (Infectious and Non-Communicable Medicine),Internal Medicine (Infectious and Non-Communicable Medicine),Internal Medicine (Infectious and Non-Communicable Medicine)
2228,Obstetrics and Gynaecology,Obstetrics and Gynaecology,Obstetrics and Gynaecology
2228,Pediatrics,Pediatrics,Pediatrics
2228,Surgery,Surgery,Surgery
2228,Critical Care Medicine (Intensive and High Dependency Care),Critical Care Medicine (Intensive and High Dependency Care),Critical Care Medicine (Intensive and High Dependency Care)
2228,Dental,Dental,Dental
2228,Ophthalmology,Ophthalmology,Ophthalmology
2228,Palliative care services,Palliative care services,Palliative care services
2228,Physiotherapy and Rehabilitation,Physiotherapy and Rehabilitation,Physiotherapy and Rehabilitation
2228,Psychiatry and Mental Health,Psychiatry and Mental Health,Psychiatry and Mental Health
2228,Imaging such as radiology and sonography including CT Scan (Simple nd Special),Imaging such as radiology and sonography including CT Scan (Simple nd Special),Imaging such as radiology and sonography including CT Scan (Simple nd Special)
2228,Blood Bank Hub-Provincial Centre,Blood Bank Hub-Provincial Centre,Blood Bank Hub-Provincial Centre
2228,Laboratory Services,Laboratory Services,Laboratory Services
2228,Mortuary Services,Mortuary Services,Mortuary Services
2435,Maternity,Maternity,Maternity
2435,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2435,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2435,Public Health Services,Public Health Services,Public Health Services
2356,Public Health Services,Public Health Services,Public Health Services
2356,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2356,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2356,Maternity,Maternity,Maternity
3232,Public Health Services,Public Health Services,Public Health Services
3232,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3232,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3232,Maternity,Maternity,Maternity
3263,Maternity,Maternity,Maternity
3263,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3263,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3263,Dental,Dental,Dental
3263,Laboratory Services,Laboratory Services,Laboratory Services
3263,Public Health Services,Public Health Services,Public Health Services
3263,ART & VMMC,ART & VMMC,ART & VMMC
3775,Maternity,Maternity,Maternity
3775,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3775,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3775,Public Health Services,Public Health Services,Public Health Services
4021,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
4021,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
4021,Maternity,Maternity,Maternity
4021,Dental,Dental,Dental
4021,Laboratory Services,Laboratory Services,Laboratory Services
4021,Public Health Services,Public Health Services,Public Health Services
4021,ART & VMMC,ART & VMMC,ART & VMMC
2685,ART & VMMC,ART & VMMC,ART & VMMC
2685,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2685,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2685,Maternity,Maternity,Maternity
