facility_code,service_category,service_group,service_detail
2685,Dental,Dental,Dental
2685,Laboratory Services,Laboratory Services,Laboratory Services
2685,Public Health Services,Public Health Services,Public Health Services
2876,Public Health Services,Public Health Services,Public Health Services
2876,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2876,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2876,Maternity,Maternity,Maternity
3383,Maternity,Maternity,Maternity
3383,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3383,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3383,Public Health Services,Public Health Services,Public Health Services
1520,Maternity,Maternity,Maternity
1520,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1520,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1520,Dental,Dental,Dental
1520,Laboratory Services,Laboratory Services,Laboratory Services
1520,ART & VMMC,ART & VMMC,ART & VMMC
1520,Public Health Services,Public Health Services,Public Health Services
1250,Maternity,Maternity,Maternity
1250,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1250,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1250,Public Health Services,Public Health Services,Public Health Services
1215,Maternity,Maternity,Maternity
1215,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1215,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1215,Public Health Services,Public Health Services,Public Health Services
3117,Maternity,Maternity,Maternity
3117,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3117,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3117,Public Health Services,Public Health Services,Public Health Services
2392,Public Health Services,Public Health Services,Public Health Services
2392,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2392,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2392,Maternity,Maternity,Maternity
2392,Dental,Dental,Dental
2392,Laboratory Services,Laboratory Services,Laboratory Services
2392,ART & VMMC,ART & VMMC,ART & VMMC
2667,Public Health Services,Public Health Services,Public Health Services
2667,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2667,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2667,Maternity,Maternity,Maternity
2667,Dental,Dental,Dental
2667,Laboratory Services,Laboratory Services,Laboratory Services
2667,ART & VMMC,ART & VMMC,ART & VMMC
4102,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
4102,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
4102,Maternity,Maternity,Maternity
4102,Public Health Services,Public Health Services,Public Health Services
3213,Maternity,Maternity,Maternity
3213,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3213,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3213,Public Health Services,Public Health Services,Public Health Services
3439,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3439,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3439,Maternity,Maternity,Maternity
3439,Public Health Services,Public Health Services,Public Health Services
1514,Maternity,Maternity,Maternity
1514,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1514,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1514,Public Health Services,Public Health Services,Public Health Services
2645,Public Health Services,Public Health Services,Public Health Services
2645,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2645,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2645,Maternity,Maternity,Maternity
2751,Surgery,Surgery,Surgery
2751,Critical Care Medicine (High Dependency Care),Critical Care Medicine (High Dependency Care),Critical Care Medicine (High Dependency Care)
2751,Internal Medicine (Infectious and None Communicable Medicine),Internal Medicine (Infectious and None Communicable Medicine),Internal Medicine (Infectious and None Communicable Medicine)
2751,Laboratory Services,Laboratory Services,Laboratory Services
2751,Dental,Dental,Dental
2751,Ophthalmology,Ophthalmology,Ophthalmology
2751,Obstetrics and Gynaecology,Obstetrics and Gynaecology,Obstetrics and Gynaecology
2751,Palliative care services,Palliative care services,Palliative care services
2751,Patient Referral and Transfer,Patient Referral and Transfer,Patient Referral and Transfer
2751,Physiotherapy and Rehabilitation,Physiotherapy and Rehabilitation,Physiotherapy and Rehabilitation
2751,Psychiatry and Mental Health,Psychiatry and Mental Health,Psychiatry and Mental Health
2751,Imaging such as radiology and sonography (Simple and Special),Imaging such as radiology and sonography (Simple and Special),Imaging such as radiology and sonography (Simple and Special)
2751,Resuscitation and Emergency Medicine,Resuscitation and Emergency Medicine,Resuscitation and Emergency Medicine
2734,Public Health Services,Public Health Services,Public Health Services
2734,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2734,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2734,Maternity,Maternity,Maternity
1937,Dental,Dental,Dental
1937,Laboratory Services,Laboratory Services,Laboratory Services
1937,Public Health Services,Public Health Services,Public Health Services
1937,ART & VMMC,ART & VMMC,ART & VMMC
1937,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1937,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1937,Maternity,Maternity,Maternity
1782,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1782,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1782,Maternity,Maternity,Maternity
1782,Dental,Dental,Dental
1782,Laboratory Services,Laboratory Services,Laboratory Services
1782,Public Health Services,Public Health Services,Public Health Services
1782,ART & VMMC,ART & VMMC,ART & VMMC
3847,Public Health Services,Public Health Services,Public Health Services
3847,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3847,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3847,Maternity,Maternity,Maternity
2880,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2880,Public Health Services,Public Health Services,Public Health Services
2880,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2880,Maternity,Maternity,Maternity
2880,Dental,Dental,Dental
2880,ART & VMMC,ART & VMMC,ART & VMMC
2880,Laboratory Services,Laboratory Services,Laboratory Services
3807,Maternity,Maternity,Maternity
3807,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3807,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3807,Public Health Services,Public Health Services,Public Health Services
4030,Maternity,Maternity,Maternity
4030,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
4030,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
4030,Public Health Services,Public Health Services,Public Health Services
1162,Maternity,Maternity,Maternity
1162,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1162,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
