facility_name,facility_code,facility_type,facility_ownership,latitude,longitude,admin1,status,country
"GHALUNYANGU","109633-8","Dispensary","Public",-4.48747,34.96891,"Singida","Operating","Tanzania"
"UGHANDI","108026-6","Dispensary","Public",-4.57054,34.72808,"Singida","Operating","Tanzania"
"SAFINA GK","123525-8","Health Laboratory","Private",-4.76027,34.84498,"Singida","Operating","Tanzania"
"IKHANODA","101646-8","Dispensary","Public",-4.59247,34.94807,"Singida","Operating","Tanzania"
"MGORI","104790-1","Health Center","Public",-4.85328,34.97755,"Singida","Operating","Tanzania"
"ST CAROLUS","105570-6","Hospital","Private",-4.54873,34.84298,"Singida","Operating","Tanzania"
"NGIMU","106384-1","Dispensary","Public",-4.75445,35.08958,"Singida","Operating","Tanzania"
"MUGHUNGA","105634-0","Dispensary","Public",-4.90077,35.08552,"Singida","Operating","Tanzania"
"MWAHANGO","112066-6","Dispensary","Public",-4.70594,34.85831,"Singida","Operating","Tanzania"
"SEFUNGA MANGIDA","107344-4","Dispensary","Public",-4.6585,35.08655,"Singida","Operating","Tanzania"
"MUDIDA","105619-1","Dispensary","Public",-4.45441,34.88195,"Singida","Operating","Tanzania"
"MVAE","105764-5","Dispensary","Public",-4.64414,34.96598,"Singida","Operating","Tanzania"
"KINYAGIGI","102970-1","Dispensary","Public",-4.72793,34.93997,"Singida","Operating","Tanzania"
"MAKURO","122402-1","Health Center","Public",-4.51646,34.92754,"Singida","Operating","Tanzania"
"AL-MANSOOR","112065-8","Dispensary","Private",-4.63479,34.65291,"Singida","Operating","Tanzania"
"KINYAMWENDA","109660-1","Dispensary","Public",-4.73491,35.02883,"Singida","Operating","Tanzania"
"UNYAMPANDA","122382-5","Dispensary","Public",-4.81035,34.74151,"Singida","Operating","Tanzania"
"MJUGHUDA","105032-7","Dispensary","Public",-4.56715,34.98305,"Singida","Operating","Tanzania"
"MWACHAMBIA","122383-3","Dispensary","Public",-4.61991,34.99841,"Singida","Operating","Tanzania"
"MKENGE","105066-5","Dispensary","Public",-4.5792,34.89495,"Singida","Operating","Tanzania"
"NGAMU","106341-1","Dispensary","Public",-4.5347,35.03012,"Singida","Operating","Tanzania"
"SINGIDA TUMAINI","107927-6","Health Center","Private",-4.81625,34.74966,"Singida","Operating","Tanzania"
"VISION CARE - SINGIDA BRANCH","113183-8","Clinic","Private",-4.81638,34.75117,"Singida","Operating","Tanzania"
"DOUBLE C","124224-7","Clinic","Private",-4.80251,34.73214,"Singida","Operating","Tanzania"
"SINGIDA MUNICIPAL","122540-8","Hospital","Public",-4.81533,34.74761,"Singida","Operating","Tanzania"
"KISAKI","122624-0","Dispensary","Public",-4.90564,34.76884,"Singida","Operating","Tanzania"
"ARAFAH","123750-2","Dispensary","Private",-4.72771,34.71342,"Singida","Operating","Tanzania"
"MANGA","109274-1","Dispensary","Public",-4.71901,34.71392,"Singida","Operating","Tanzania"
"POLICE","107020-0","Dispensary","Public",-4.8203,34.74567,"Singida","Operating","Tanzania"
"YUFAMILI.","124397-1","Dispensary","Private",-4.82874,34.72133,"Singida","Operating","Tanzania"
"MABO","120590-5","Dispensary","Private",-4.82946,34.76268,"Singida","Operating","Tanzania"
"MTIPA","105571-4","Dispensary","Public",-4.75114,34.77272,"Singida","Operating","Tanzania"
"AMRI","121267-9","Clinic","Private",-4.80951,34.7376,"Singida","Operating","Tanzania"
"SINGAPORE","124391-4","Clinic","Private",-4.81612,34.74966,"Singida","Operating","Tanzania"
"UNYIANGA","122618-2","Dispensary","Public",-4.87954,34.71054,"Singida","Operating","Tanzania"
"MZALENDO","106044-1","Dispensary","Private",-4.81736,34.7491,"Singida","Operating","Tanzania"
"UNYAMIKUMBI","108110-8","Dispensary","Public",-4.8996,34.80026,"Singida","Operating","Tanzania"
"MAGEREZA","103941-1","Dispensary","Public",-4.81085,34.73795,"Singida","Operating","Tanzania"
"MOYO WA YESU NA MARIA","105322-2","Dispensary","Private",-4.80151,34.77569,"Singida","Operating","Tanzania"
"SINGIDA","107485-5","Hospital","Public",-4.81553,34.74784,"Singida","Operating","Tanzania"
"PRIDE","112255-5","Clinic","Private",-4.81612,34.75035,"Singida","Operating","Tanzania"
"MED ONE","123208-1","Dispensary","Private",-4.80116,34.72341,"Singida","Operating","Tanzania"
"FARAJA CENTER","111224-2","Clinic","Private",-4.81628,34.75009,"Singida","Operating","Tanzania"
"UHASIBU","108038-1","Dispensary","Public",-4.79651,34.71965,"Singida","Operating","Tanzania"
"Mtamaa","105526-8","Dispensary","Public",-4.9401910000000004,34.660481,"Singida","Operating","Tanzania"
"MUNGUMAJI","105690-2","Dispensary","Public",-4.84428,34.784,"Singida","Operating","Tanzania"
"MICO MANDEWA","120554-1","Clinic","Private",-4.79646,34.71587,"Singida","Operating","Tanzania"
"MKOMBOZI","113114-3","Health Laboratory","Private",-4.81744,34.74596,"Singida","Operating","Tanzania"
"ITITI","122617-4","Dispensary","Public",-4.77675,34.65782,"Singida","Operating","Tanzania"
"EAGT UTEMINI","109785-6","Dispensary","Private",-4.81513,34.73931,"Singida","Operating","Tanzania"
"WINDE","113122-6","Health Laboratory","Private",-4.82453,34.76455,"Singida","Operating","Tanzania"
"SOKOINE","107516-7","Health Center","Public",-4.83115,34.75434,"Singida","Operating","Tanzania"
"UGHAUGHA","113109-3","Dispensary","Public",-4.90496,34.83833,"Singida","Operating","Tanzania"
"UNYAMBWA","108109-0","Dispensary","Public",-4.80724,34.81425,"Singida","Operating","Tanzania"
"UPENDO","113131-7","Health Laboratory","Private",-4.83484,34.75476,"Singida","Operating","Tanzania"
"ISOMIA","123034-1","Dispensary","Public",-4.87239,34.59882,"Singida","Operating","Tanzania"
"MISSANGA","113121-8","Health Laboratory","Private",-4.82755,34.75079,"Singida","Operating","Tanzania"
"C. K. OPTICAL","113182-0","Clinic","Private",-4.81846,34.75446,"Singida","Operating","Tanzania"
"MANDEWA","122616-6","Health Center","Public",-4.82148,34.71181,"Singida","Operating","Tanzania"
"UHAMAKA","108034-0","Dispensary","Public",-4.736931,34.669771,"Singida","Operating","Tanzania"
"KISASIDA","122623-2","Dispensary","Public",-4.82584,34.84094,"Singida","Operating","Tanzania"
"MTISI","113844-5","Health Center","Public",-4.92902,34.61744,"Singida","Operating","Tanzania"
"MANDELA","113115-0","Health Laboratory","Private",-4.81936,34.74944,"Singida","Operating","Tanzania"
"MWANKOKO","105942-7","Dispensary","Public",-4.86248,34.63771,"Singida","Operating","Tanzania"
"MWAKI","102582-4","Dispensary","Private",-4.81553,34.75316,"Singida","Operating","Tanzania"
"LITISHA A","114635-6","Dispensary","Public",-10.6504,35.3846,"Ruvuma","Operating","Tanzania"
"MPANDANGINDO","105340-4","Dispensary","Private",-10.54261,35.6134,"Ruvuma","Operating","Tanzania"
"SONGEA DC","113971-6","Hospital","Public",-10.8233,35.5403,"Ruvuma","Operating","Tanzania"
"PERAMIHO B","111872-8","Dispensary","Public",-10.623288,35.456831,"Ruvuma","Operating","Tanzania"
"LIGANGA","103500-5","Dispensary","Private",-10.678501,35.3376,"Ruvuma","Operating","Tanzania"
"NAMATUHI","106112-6","Dispensary","Public",-10.87231,35.44932,"Ruvuma","Operating","Tanzania"
"MUUNGANOZOMBA","105738-9","Dispensary","Public",-10.4923,35.2643,"Ruvuma","Operating","Tanzania"
"UYAHUDINI","115107-5","Dispensary","Public",-10.7088,35.511,"Ruvuma","Operating","Tanzania"
"MAGWAMILA","104005-4","Dispensary","Public",-11.4747,35.6312,"Ruvuma","Operating","Tanzania"
"LUGAGARA","103628-4","Dispensary","Public",-10.521173,35.268234,"Ruvuma","Operating","Tanzania"
"PARANGU","106978-0","Dispensary","Public",-10.608333,35.496944,"Ruvuma","Operating","Tanzania"
"MATIMIRA","114634-9","Health Center","Public",-10.7265,35.8401,"Ruvuma","Operating","Tanzania"
"KIKUNJA","102799-4","Dispensary","Public",-10.829249,35.732957999999996,"Ruvuma","Operating","Tanzania"
"MATIMIRA","104467-6","Dispensary","Private",-10.72,35.8,"Ruvuma","Operating","Tanzania"
"MBINGA MHALULE","104618-4","Dispensary","Private",-10.7325,35.389,"Ruvuma","Operating","Tanzania"
"MATOMONDO","104476-7","Dispensary","Private",-10.705146,35.389658,"Ruvuma","Operating","Tanzania"
"JKT MLALE","105176-2","Dispensary","Public",-10.79784,35.27141,"Ruvuma","Operating","Tanzania"
"MUHUKURU","105657-1","Health Center","Public",-11.2218,35.47647,"Ruvuma","Operating","Tanzania"
"MPANGULA","114637-2","Dispensary","Public",-10.79663,35.85557,"Ruvuma","Operating","Tanzania"
"MOROGORO","105297-6","Dispensary","Private",-10.62595,35.42591,"Ruvuma","Operating","Tanzania"
"MUHUKURU NAKAWALE","109215-4","Dispensary","Public",-11.41428,35.40054,"Ruvuma","Operating","Tanzania"
"MGAZINI","104774-5","Dispensary","Public",-10.4666,35.33292,"Ruvuma","Operating","Tanzania"
"LIPOKELA","103542-7","Dispensary","Public",-10.7096,35.3328,"Ruvuma","Operating","Tanzania"
"LIGANGA","120995-6","Health Center","Public",-10.67851,35.33761,"Ruvuma","Operating","Tanzania"
"MDUNDUWALO","115113-3","Dispensary","Public",-10.47213,35.41453,"Ruvuma","Operating","Tanzania"
"FABIO FALLICHETTI CHIPOLE","100837-4","Dispensary","Private",-10.83076,35.269899,"Ruvuma","Operating","Tanzania"
"NDONGOSI","106267-8","Dispensary","Private",-10.99236,35.60452,"Ruvuma","Operating","Tanzania"
"LYANGWENI","103796-9","Dispensary","Public",-10.767760000000001,35.49588,"Ruvuma","Operating","Tanzania"
"LIULA","103559-1","Dispensary","Public",-10.6878,35.7517,"Ruvuma","Operating","Tanzania"
"KILAGANO","122423-7","Health Center","Public",-10.46663,35.33292,"Ruvuma","Operating","Tanzania"
"NGAHOKORA","106327-0","Dispensary","Public",-10.87256,35.35852,"Ruvuma","Operating","Tanzania"
"KIZUKA","103253-1","Dispensary","Public",-10.88148,35.24686,"Ruvuma","Operating","Tanzania"
"LUSONGA","103758-9","Dispensary","Public",-10.82128,35.227928,"Ruvuma","Operating","Tanzania"
"NAKAHEGWA","106084-7","Dispensary","Public",-10.7798,35.5403,"Ruvuma","Operating","Tanzania"
"KILAGANO","102806-7","Dispensary","Public",-10.44831,35.29123,"Ruvuma","Operating","Tanzania"
"MPITIMBI","105382-6","Dispensary","Private",-10.81376,35.54719,"Ruvuma","Operating","Tanzania"
"LEIMA","123538-1","Health Laboratory","Private",-10.37231,35.27281,"Ruvuma","Operating","Tanzania"
"LIPAYA","103540-1","Dispensary","Public",-10.7671,35.6169,"Ruvuma","Operating","Tanzania"
"ST. JOSEPH'S MISSION  PERAMIHO","106990-5","Hospital","Private",-10.63771,35.46306,"Ruvuma","Operating","Tanzania"
"NDONGOSI A","121685-2","Dispensary","Public",-10.99236,35.60452,"Ruvuma","Operating","Tanzania"
"MAPOSENI","104308-2","Dispensary","Public",-10.58048,35.43115,"Ruvuma","Operating","Tanzania"
"NAKAHUGA","106085-4","Dispensary","Public",-10.58754,35.33989,"Ruvuma","Operating","Tanzania"
"MATAMA","115102-6","Dispensary","Public",-11.20287,35.37296,"Ruvuma","Operating","Tanzania"
"LITOWA","103554-2","Dispensary","Public",-10.51605,35.47732,"Ruvuma","Operating","Tanzania"
"LIWETA","103565-8","Dispensary","Public",-10.5009,35.5984,"Ruvuma","Operating","Tanzania"
"ST.OCTAVE AND TROMAN","120430-4","Clinic","Private",-10.67484,35.63956,"Ruvuma","Operating","Tanzania"
"LILAMBO 'A'","121881-7","Health Center","Public",-10.67068,35.53055,"Ruvuma","Operating","Tanzania"
"CHANDARUA","100730-1","Dispensary","Public",-10.592,35.62469,"Ruvuma","Operating","Tanzania"
"CHEM CHEM","100765-7","Dispensary","Public",-10.69484,35.69043,"Ruvuma","Operating","Tanzania"
"SEED FARM","112538-4","Dispensary","Public",-10.6808,35.66833,"Ruvuma","Operating","Tanzania"
"VIRA","112416-3","Dispensary","Private",-10.6746,35.6281,"Ruvuma","Operating","Tanzania"
"LIKUYUFUSI","108857-4","Dispensary","Public",-10.67476,35.47967,"Ruvuma","Operating","Tanzania"
"Gano GYN","110241-7","Clinic","Private",-10.68004,35.65293,"Ruvuma","Operating","Tanzania"
"RUVUMA","107543-1","Hospital","Public",-10.68087,35.65112,"Ruvuma","Operating","Tanzania"
"LILAMBO 'B'","111906-4","Dispensary","Public",-10.66714,35.51836,"Ruvuma","Operating","Tanzania"
"BOMBAMBILI","100402-7","Dispensary","Public",-10.65667,35.65211,"Ruvuma","Operating","Tanzania"
"TUMAINI","107909-4","Dispensary","Private",-10.67709,35.64922,"Ruvuma","Operating","Tanzania"
"RUHUWIKO","110243-3","Dispensary","Public",-10.67421,35.59495,"Ruvuma","Operating","Tanzania"
"SUBIRA","107649-6","Dispensary","Public",-10.71562,35.57933,"Ruvuma","Operating","Tanzania"
"MWENGEMSHINDO","106006-0","Dispensary","Public",-10.6263,35.59396,"Ruvuma","Operating","Tanzania"
"MLETELE","105203-4","Health Center","Public",-10.63508,35.69868,"Ruvuma","Operating","Tanzania"
"MAZENGO","122936-8","Dispensary","Private",-10.66944,35.65301,"Ruvuma","Operating","Tanzania"
"NANCY","121321-4","Clinic","Private",-10.649,35.65,"Ruvuma","Operating","Tanzania"
"NEEMA","112304-1","Clinic","Private",-10.68004,35.65276,"Ruvuma","Operating","Tanzania"
"CHANDAMALI JWTZ","100729-3","Dispensary","Public",-10.65975,35.66245,"Ruvuma","Operating","Tanzania"
"MLETE","111200-2","Dispensary","Public",-10.57996,35.72881,"Ruvuma","Operating","Tanzania"
"LIWUMBU","103567-4","Dispensary","Public",-10.59929,35.69713,"Ruvuma","Operating","Tanzania"
"FFU","101145-1","Dispensary","Public",-10.66657,35.66794,"Ruvuma","Operating","Tanzania"
"ST.OCTAVE AND TROMAN","120574-9","Clinic","Private",-10.67484,35.63956,"Ruvuma","Operating","Tanzania"
"LUPAPILA","121882-5","Dispensary","Public",-10.71716,35.55796,"Ruvuma","Operating","Tanzania"
"RUVUMA","113669-6","Health Center","Public",-10.69386,35.63677,"Ruvuma","Operating","Tanzania"
"Ruvuma","112414-8","Clinic","Private",-10.67881,35.6473,"Ruvuma","Operating","Tanzania"
"MSAMALA","120989-9","Health Center","Public",-10.38361,35.38541,"Ruvuma","Operating","Tanzania"
"MATEKA A","104451-0","Dispensary","Public",-10.6869,35.6629,"Ruvuma","Operating","Tanzania"
"HEKIMA","122003-7","Health Laboratory","Private",-10.64009,35.62784,"Ruvuma","Operating","Tanzania"
"MFARANYAKI CHARITY","108491-2","Dispensary","Private",-10.67609,35.64028,"Ruvuma","Operating","Tanzania"
"MALAIKA","122827-9","Hospital","Private",-10.40333,35.38533,"Ruvuma","Operating","Tanzania"
"MAGEREZA","103949-4","Dispensary","Public",-10.68098,35.65334,"Ruvuma","Operating","Tanzania"
"TRIPLE S","123268-5","Health Laboratory","Private",-10.67153,35.59932,"Ruvuma","Operating","Tanzania"
"RUHUWIKO JWTZ","107146-3","Dispensary","Public",-10.67001,35.61164,"Ruvuma","Operating","Tanzania"
"ST. BENJAMIN","111818-1","Dispensary","Private",-10.65077,35.64879,"Ruvuma","Operating","Tanzania"
"MIEMBENI LUTHERAN","122951-7","Dispensary","Private",-10.37541,35.38451,"Ruvuma","Operating","Tanzania"
"UMATI","109130-5","Dispensary","Private",-10.67414,35.66036,"Ruvuma","Operating","Tanzania"
"SONGEA MUNICIPAL","121885-8","Hospital","Public",-10.51366,35.67516,"Ruvuma","Operating","Tanzania"
"MASIGIRA","110240-9","Dispensary","Public",-10.55411,35.69221,"Ruvuma","Operating","Tanzania"
"GABESA","123580-3","Dispensary","Private",-10.66942,35.60787,"Ruvuma","Operating","Tanzania"
"CHABRUMA JWTZ","100689-9","Dispensary","Public",-10.69338,35.53933,"Ruvuma","Operating","Tanzania"
"MSHANGANO","105455-0","Health Center","Public",-10.61504,35.65111,"Ruvuma","Operating","Tanzania"
"SINAI","107480-6","Dispensary","Public",-10.688917833333,35.448845,"Ruvuma","Operating","Tanzania"
"TANGA","107743-7","Dispensary","Public",-10.56044,35.66962,"Ruvuma","Operating","Tanzania"
"MAHILO","104024-5","Dispensary","Public",-10.710189,35.70426,"Ruvuma","Operating","Tanzania"
"SAFI","113096-2","Health Laboratory","Private",-10.6777,35.64875,"Ruvuma","Operating","Tanzania"
"BEROYA","121625-8","Dispensary","Private",-10.66,35.65,"Ruvuma","Operating","Tanzania"
"NDILIMA LITEMBO","106252-0","Dispensary","Public",-10.7492,35.65382,"Ruvuma","Operating","Tanzania"
"WILOLESI GENERAL MEDICAL","112415-5","Clinic","Private",-10.6651,35.6519,"Ruvuma","Operating","Tanzania"
"ST. BENEDICT","107569-6","Dispensary","Private",-10.67344,35.67218,"Ruvuma","Operating","Tanzania"
"HOPE","112206-8","Clinic","Private",-10.67784,35.65157,"Ruvuma","Operating","Tanzania"
"HURUMA","113065-7","Health Laboratory","Private",-10.67871,35.64998,"Ruvuma","Operating","Tanzania"
"MJIMWEMA","105028-5","Health Center","Public",-10.66459,35.62539,"Ruvuma","Operating","Tanzania"
"MCW DENTAL","110945-3","Clinic","Public",-10.69996,35.64592,"Ruvuma","Operating","Tanzania"
"MAKAMBI","112531-9","Dispensary","Public",-10.67179,35.64627,"Ruvuma","Operating","Tanzania"
"NONGANONGA","106566-3","Dispensary","Public",-10.61203,35.71361,"Ruvuma","Operating","Tanzania"
"MATARAWE","104448-6","Dispensary","Public",-10.66718,35.64108,"Ruvuma","Operating","Tanzania"
"ST. NORBERT VISITATION","107618-1","Health Center","Private",-10.6647,35.6478,"Ruvuma","Operating","Tanzania"
"MWANAMONGA","105900-5","Dispensary","Public",-10.6378,35.5516,"Ruvuma","Operating","Tanzania"
"ANGAZA VCT","111292-9","Dispensary","Public",-10.67188,35.64617,"Ruvuma","Operating","Tanzania"
"MATOGOROKATI","104473-4","Dispensary","Public",-10.67966,35.68233,"Ruvuma","Operating","Tanzania"
"UPONE","123533-2","Health Laboratory","Private",-10.67215,35.53805,"Ruvuma","Operating","Tanzania"
"ST. CAMILIUS","107578-7","Health Center","Private",-10.68007,35.64685,"Ruvuma","Operating","Tanzania"
"MSAMALA MUSLIM","114345-2","Dispensary","Private",-10.64808,35.63689,"Ruvuma","Operating","Tanzania"
"FLORIDA","123005-1","Health Laboratory","Private",-10.67159166,35.56413833,"Ruvuma","Operating","Tanzania"
"CHANDARUA JWTZ","110946-1","Dispensary","Public",-10.59692,35.6541,"Ruvuma","Operating","Tanzania"
"TUNAJALI","121289-3","Clinic","Private",-10.677455,35.638195,"Ruvuma","Operating","Tanzania"
"ST.FRANCIS","108884-8","Dispensary","Private",-10.67125,35.66927,"Ruvuma","Operating","Tanzania"
"IFWENKENYA","109167-7","Dispensary","Public",-8.634917,33.149211,"Songwe","Operating","Tanzania"
"MWAMBANI","114156-3","Dispensary","Public",-8.45074,33.00404,"Songwe","Operating","Tanzania"
"MANDA","114155-5","Dispensary","Public",-8.52271,32.74939,"Songwe","Operating","Tanzania"
"IYOVYO","110990-9","Dispensary","Public",-8.53206,32.836749,"Songwe","Operating","Tanzania"
"KANGA","109159-4","Dispensary","Public",-8.579571,33.058581,"Songwe","Operating","Tanzania"
"NGWALA","109156-0","Dispensary","Public",-7.742485,32.817439,"Songwe","Operating","Tanzania"
"KAPALALA","109171-9","Dispensary","Public",-8.065178,32.684799,"Songwe","Operating","Tanzania"
"MBALA","109162-8","Dispensary","Public",-8.536998,33.075094,"Songwe","Operating","Tanzania"
"NGWALA","106454-2","Dispensary","Public",-7.72064,32.7879,"Songwe","Operating","Tanzania"
"MBANGALA","104567-3","Dispensary","Public",-8.35409,32.9101,"Songwe","Operating","Tanzania"
"New Luika Gold Mine Clinc","121168-9","Clinic","Private",-8.3631,32.96659,"Songwe","Operating","Tanzania"
"SONGWE DC","113845-2","Hospital","Public",-8.4447,33.04256,"Songwe","Operating","Tanzania"
"WANZANI","113846-0","Dispensary","Public",-8.59321,33.03327,"Songwe","Operating","Tanzania"
"NDANGA","123616-5","Dispensary","Public",-8.30406,32.58591,"Songwe","Operating","Tanzania"
"SOME","101260-8","Dispensary","Public",-7.85407,32.4849,"Songwe","Operating","Tanzania"
"ILEYA","109542-1","Dispensary","Public",-8.661837,33.182452,"Songwe","Operating","Tanzania"
"RUKWA","109526-4","Dispensary","Public",-8.09773,32.60416,"Songwe","Operating","Tanzania"
"TOTOWE","109187-5","Dispensary","Public",-8.539012,32.943249,"Songwe","Operating","Tanzania"
"IFUKO","109189-1","Dispensary","Public",-8.571398,33.040289,"Songwe","Operating","Tanzania"
"PATAMELA","109478-8","Dispensary","Public",-8.36698,33.06231,"Songwe","Operating","Tanzania"
"UDINDE","108008-4","Dispensary","Public",-8.10128,32.6175,"Songwe","Operating","Tanzania"
"ITIZIRO","114154-8","Dispensary","Public",-7.81981,32.79347,"Songwe","Operating","Tanzania"
"MWAMBANI","109213-9","Hospital","Private",-8.443633,33.009839,"Songwe","Operating","Tanzania"
"MPONA","109188-3","Dispensary","Public",-8.585044,32.841147,"Songwe","Operating","Tanzania"
"MALEZA","109497-8","Dispensary","Public",-8.39867,32.90849,"Songwe","Operating","Tanzania"
"GALULA","109160-2","Dispensary","Public",-8.608564,33.024871,"Songwe","Operating","Tanzania"
"NAMKUKWE","109181-8","Dispensary","Public",-8.58899,32.729105,"Songwe","Operating","Tanzania"
"NJELENJE","122819-6","Dispensary","Public",-8.10417,32.52483,"Songwe","Operating","Tanzania"
"TEN MEDICAL","120503-8","Dispensary","Private",-8.26327,33.00505,"Songwe","Operating","Tanzania"
"ILASILO","114152-2","Dispensary","Public",-8.63059,33.03154,"Songwe","Operating","Tanzania"
"GENESIS","114107-6","Dispensary","Private",-8.54222,32.75294,"Songwe","Operating","Tanzania"
"MAGAMBA","109186-7","Dispensary","Public",-8.611093,32.921836,"Songwe","Operating","Tanzania"
"SAZA","109175-0","Dispensary","Public",-8.387387,33.000314,"Songwe","Operating","Tanzania"
"GUA","109169-3","Dispensary","Public",-7.854105,32.484907,"Songwe","Operating","Tanzania"
"FIN","123748-6","Dispensary","Private",-8.34528,32.50379,"Songwe","Operating","Tanzania"
"ITINDI","109446-5","Dispensary","Public",-8.66771,32.99604,"Songwe","Operating","Tanzania"
"TETE","109163-6","Dispensary","Public",-8.589708,33.112512,"Songwe","Operating","Tanzania"
"ISANZU","101890-2","Dispensary","Public",-8.51626,32.69701,"Songwe","Operating","Tanzania"
"MBUYUNI","109177-6","Health Center","Public",-8.537654,33.003164,"Songwe","Operating","Tanzania"
"KIZUMBI","110916-4","Dispensary","Public",-8.45946,32.03816,"Rukwa","Operating","Tanzania"
"Mtowisa","114506-9","Hospital","Public",-7.806917,31.774073,"Rukwa","Operating","Tanzania"
"Maleza","114501-0","Dispensary","Public",-8.320687,32.302181,"Rukwa","Operating","Tanzania"
"Kilangawana","102819-0","Dispensary","Public",-8.30051,32.3269,"Rukwa","Operating","Tanzania"
"Kalumbaleza","102260-7","Dispensary","Public",-7.62137,31.5067,"Rukwa","Operating","Tanzania"
"Kalambazite","102223-5","Dispensary","Public",-8.39822,31.9359,"Rukwa","Operating","Tanzania"
"Sakalilo","107234-7","Dispensary","Public",-8.20622,31.9733,"Rukwa","Operating","Tanzania"
"Tunko","107953-2","Dispensary","Public",-8.675392,32.16539,"Rukwa","Operating","Tanzania"
"Lowe","103595-5","Dispensary","Public",-8.530358,31.962858,"Rukwa","Operating","Tanzania"
"Kisalala","103066-7","Dispensary","Public",-8.61784,31.9928,"Rukwa","Operating","Tanzania"
"Zimba","110224-3","Dispensary","Public",-7.855676,31.825631,"Rukwa","Operating","Tanzania"
"Katonto","102483-5","Dispensary","Public",-8.228946,31.726507,"Rukwa","Operating","Tanzania"
"KAENGESA","120380-1","Health Center","Private",-8.26527,31.70453,"Rukwa","Operating","Tanzania"
"Mkamba","105044-2","Dispensary","Public",-7.787476,31.684346,"Rukwa","Operating","Tanzania"
"MUST Rukwa Campus College","114502-8","Dispensary","Public",-8.318417,31.787288,"Rukwa","Operating","Tanzania"
"Msia","105463-4","Dispensary","Public",-7.95023,31.857499,"Rukwa","Operating","Tanzania"
"Nankanga","106187-8","Dispensary","Public",-8.25757,32.0493,"Rukwa","Operating","Tanzania"
"Ilembo","101730-0","Dispensary","Public",-8.39329,31.8171,"Rukwa","Operating","Tanzania"
"Kianda Igonda","102564-2","Dispensary","Public",-8.50992,32.1819,"Rukwa","Operating","Tanzania"
"Lusaka","103748-0","Dispensary","Public",-8.4895,32.0234,"Rukwa","Operating","Tanzania"
"Kalole","102255-7","Dispensary","Public",-8.18631,31.7408,"Rukwa","Operating","Tanzania"
"Mtowisa","105593-8","Health Center","Public",-7.806906,31.774059,"Rukwa","Operating","Tanzania"
"ILANGA","110822-4","Dispensary","Public",-8.153901,32.340734,"Rukwa","Operating","Tanzania"
"Malolwa","104189-6","Dispensary","Public",-8.25299,31.8248,"Rukwa","Operating","Tanzania"
"Mfinga","104753-9","Dispensary","Public",-7.50747,31.4342,"Rukwa","Operating","Tanzania"
"Mshani","105456-8","Dispensary","Public",-8.431975,31.988193,"Rukwa","Operating","Tanzania"
"Ilemba","101728-4","Dispensary","Public",-8.252542,31.984828,"Rukwa","Operating","Tanzania"
"Msanda Muungano","105428-7","Health Center","Public",-8.11001,31.8449,"Rukwa","Operating","Tanzania"
"Mpui","105392-5","Health Center","Public",-8.35442,31.8376,"Rukwa","Operating","Tanzania"
"MKALE","105042-6","Dispensary","Private",-7.80517,31.77368,"Rukwa","Operating","Tanzania"
"Mnokola","105254-7","Dispensary","Public",-8.63968,31.9438,"Rukwa","Operating","Tanzania"
"Lula","103700-1","Dispensary","Public",-8.289386,31.665396,"Rukwa","Operating","Tanzania"
"Songambele Azimio","107540-7","Dispensary","Public",-8.05479,31.8283,"Rukwa","Operating","Tanzania"
"Kasekela","102409-0","Dispensary","Public",-7.46799,31.44349,"Rukwa","Operating","Tanzania"
"TUKUWA ANNEX","111740-7","Dispensary","Private",-7.50239,31.43508,"Rukwa","Operating","Tanzania"
"Kilando","102813-3","Dispensary","Public",-8.51425,32.298729,"Rukwa","Operating","Tanzania"
"Movu","105319-8","Dispensary","Public",-8.572169,32.126265,"Rukwa","Operating","Tanzania"
"MUMBA","105678-7","Health Center","Private",-8.17411,31.856,"Rukwa","Operating","Tanzania"
"Kianda","102563-4","Dispensary","Public",-8.293211,31.755769,"Rukwa","Operating","Tanzania"
"Ikozi","101674-0","Dispensary","Public",-8.39229,31.8926,"Rukwa","Operating","Tanzania"
"Lyapona","103797-7","Dispensary","Public",-8.3271128,31.709084,"Rukwa","Operating","Tanzania"
"Muze","105759-5","Dispensary","Public",-7.67199,31.55187,"Rukwa","Operating","Tanzania"
"Mpete","105367-7","Dispensary","Public",-7.55115,31.46712,"Rukwa","Operating","Tanzania"
"Kilyamatundu","111708-4","Dispensary","Public",-8.3530995,32.28208,"Rukwa","Operating","Tanzania"
"KAENGESA GOVERNMENT","123041-6","Health Center","Public",-8.14137,31.41586,"Rukwa","Operating","Tanzania"
"Miangalua","110107-0","Dispensary","Public",-8.628994,32.135176,"Rukwa","Operating","Tanzania"
"CHITETE","100854-9","Dispensary","Public",-8.2599,31.64864,"Rukwa","Operating","Tanzania"
"Kisa","103058-4","Dispensary","Public",-8.023668,31.888365,"Rukwa","Operating","Tanzania"
"Milepa","104927-9","Health Center","Public",-8.07651,31.9341,"Rukwa","Operating","Tanzania"
"Kamnyazya","102293-8","Dispensary","Public",-8.485531,32.084525,"Rukwa","Operating","Tanzania"
"TUKUWA","107896-3","Dispensary","Private",-7.68126,31.56034,"Rukwa","Operating","Tanzania"
"Kavifuti","102504-8","Dispensary","Public",-8.69023,32.0667,"Rukwa","Operating","Tanzania"
