facility_name,facility_code,facility_type,facility_ownership,latitude,longitude,admin1,status,country
"MSANZI","105438-6","Dispensary","Public",-8.18817,31.52212,"Rukwa","Operating","Tanzania"
"KALALASI","102222-7","Dispensary","Public",-8.4159,31.5744,"Rukwa","Operating","Tanzania"
"MAO","104290-2","Dispensary","Public",-8.1472,31.4411,"Rukwa","Operating","Tanzania"
"MSIPAZI","115001-0","Dispensary","Public",-8.83154,31.64045,"Rukwa","Operating","Tanzania"
"LEGEZAMWENDO","103467-7","Dispensary","Public",-8.80541,31.99061,"Rukwa","Operating","Tanzania"
"TATANDA","107778-3","Dispensary","Public",-8.49647,31.50463,"Rukwa","Operating","Tanzania"
"KATAZI","102467-8","Dispensary","Public",-8.53029,31.7441,"Rukwa","Operating","Tanzania"
"KATETE","102474-4","Dispensary","Public",-8.62538,31.50629,"Rukwa","Operating","Tanzania"
"CHIPAPA V.A","100835-8","Dispensary","Private",-8.66247,31.75268,"Rukwa","Operating","Tanzania"
"MADIBILA","103849-6","Dispensary","Public",-8.84877,31.7702,"Rukwa","Operating","Tanzania"
"Sopa","107553-0","Health Center","Public",-8.44576,31.51099,"Rukwa","Operating","Tanzania"
"SINGIWE","109257-6","Dispensary","Public",-8.24824,31.52661,"Rukwa","Operating","Tanzania"
"ILAMBILA","101711-0","Dispensary","Public",-8.52189,31.5996,"Rukwa","Operating","Tanzania"
"KIZOMBWE","103250-7","Dispensary","Public",-8.36308,31.51624,"Rukwa","Operating","Tanzania"
"KAPELE","102359-7","Dispensary","Public",-8.57806,31.17511,"Rukwa","Operating","Tanzania"
"KAFUKULA","111754-8","Dispensary","Public",-8.56457,31.79541,"Rukwa","Operating","Tanzania"
"AMAGAMBO NI BHUKE BHUKE MEDICAL","124437-5","Health Laboratory","Private",-8.14414,31.43413,"Rukwa","Operating","Tanzania"
"MPOMBWE","105387-5","Dispensary","Public",-8.54373,31.21983,"Rukwa","Operating","Tanzania"
"MAMBWENKOSWE","104210-0","Dispensary","Public",-8.92998,32.0218,"Rukwa","Operating","Tanzania"
"KAFUKOKA","102155-9","Dispensary","Public",-8.37728,31.21324,"Rukwa","Operating","Tanzania"
"ILANGO","101717-7","Dispensary","Public",-8.51399,31.67028,"Rukwa","Operating","Tanzania"
"KIPANGA","102992-5","Dispensary","Public",-8.31508,31.05557,"Rukwa","Operating","Tanzania"
"KATAPULO","102464-5","Dispensary","Public",-8.16851,31.3547,"Rukwa","Operating","Tanzania"
"SASU","107307-1","Dispensary","Public",-4.46457001,32.32089001,"Tabora","Operating","Tanzania"
"TUOMBE MUNGU","107956-5","Dispensary","Public",-5.09347,31.7073,"Tabora","Operating","Tanzania"
"ULYANKULU","108085-2","Health Center","Public",-4.65372,32.174,"Tabora","Operating","Tanzania"
"IGWISI","101600-5","Dispensary","Public",-4.918523001,31.900047001,"Tabora","Operating","Tanzania"
"KALIUA GOVN","109992-8","Health Center","Public",-5.043827,31.804701,"Tabora","Operating","Tanzania"
"UTANTAMKE","120679-6","Dispensary","Public",-4.68289,32.29027,"Tabora","Operating","Tanzania"
"SULEIMAN","113621-7","Dispensary","Private",-4.472641,32.006713,"Tabora","Operating","Tanzania"
"LIMBULA","103532-8","Dispensary","Public",-5.12416,31.7409,"Tabora","Operating","Tanzania"
"KASIMANA","102437-1","Dispensary","Public",-4.59867,32.1206,"Tabora","Operating","Tanzania"
"MICO NURU","113232-3","Dispensary","Private",-5.05215,31.33377,"Tabora","Operating","Tanzania"
"IGOMBE 56","101565-0","Dispensary","Public",-4.54404,32.2416,"Tabora","Operating","Tanzania"
"KILIMAWE","102849-7","Dispensary","Public",-4.59118,32.02115,"Tabora","Operating","Tanzania"
"ICHEMBA","101464-6","Dispensary","Private",-4.751423,32.356203,"Tabora","Operating","Tanzania"
"ICHEMBA GOVERNMENT","109995-1","Dispensary","Public",-4.80352,32.39381,"Tabora","Operating","Tanzania"
"USIMBA","108180-1","Dispensary","Public",-5.01339,31.92377,"Tabora","Operating","Tanzania"
"NYASA","106814-7","Dispensary","Public",-4.32617,32.26162,"Tabora","Operating","Tanzania"
"ULINDWANONI","108077-9","Dispensary","Public",-5.04104,31.73612,"Tabora","Operating","Tanzania"
"ZUGIMLOLE","108429-2","Dispensary","Public",-5.32517001,31.652449001,"Tabora","Operating","Tanzania"
"IMALAMIHAYO","101783-9","Dispensary","Public",-5.0155,31.8592,"Tabora","Operating","Tanzania"
"UKUMBISIGANGA","108062-1","Dispensary","Public",-5.49641,31.5133,"Tabora","Operating","Tanzania"
"WACHAWASEME","122927-7","Dispensary","Public",-5.06212,31.37712,"Tabora","Operating","Tanzania"
"USANGI","120672-1","Dispensary","Public",-4.91852,31.90004,"Tabora","Operating","Tanzania"
"UMOJA","123688-4","Health Laboratory","Private",-5.05735,31.79777,"Tabora","Operating","Tanzania"
"KOMBE","103285-3","Dispensary","Public",-5.05985,31.53245,"Tabora","Operating","Tanzania"
"UYOWA","108234-6","Dispensary","Public",-4.54376001,31.9651001,"Tabora","Operating","Tanzania"
"KASHISHI","102432-2","Dispensary","Public",-4.38537,32.3813,"Tabora","Operating","Tanzania"
"MOUNT SINAI","112319-9","Dispensary","Private",-5.32314,31.65074,"Tabora","Operating","Tanzania"
"IMALAMPAKA","110900-8","Dispensary","Public",-4.948268,31.732557,"Tabora","Operating","Tanzania"
"IGAGALA","101513-0","Dispensary","Public",-4.932497,31.630234,"Tabora","Operating","Tanzania"
"USONGA","120674-7","Dispensary","Public",-4.47775,32.00651,"Tabora","Operating","Tanzania"
"IBAMBO","109993-6","Dispensary","Public",-4.80697,32.4373,"Tabora","Operating","Tanzania"
"MWENDAKULIMA","123882-3","Dispensary","Public",-4.54376,31.96511,"Tabora","Operating","Tanzania"
"MABOHA","103824-9","Dispensary","Public",-5.20552001,31.2307001,"Tabora","Operating","Tanzania"
"UGANSA","123835-1","Dispensary","Public",-5.05215,31.33377,"Tabora","Operating","Tanzania"
"LUGANJO MTONI","120681-2","Dispensary","Public",-5.20552,31.23076,"Tabora","Operating","Tanzania"
"MAKONGE","104123-5","Dispensary","Public",-4.66199001,32.2449001,"Tabora","Operating","Tanzania"
"USINGE","108458-1","Dispensary","Public",-5.09609,31.30504,"Tabora","Operating","Tanzania"
"MAKINGI","111210-1","Dispensary","Public",-4.68289001,32.29027001,"Tabora","Operating","Tanzania"
"MPANDAMLOWOKA","109839-1","Dispensary","Public",-4.67356,31.68725,"Tabora","Operating","Tanzania"
"USINGE","120673-9","Health Center","Public",-5.09609,31.30504,"Tabora","Operating","Tanzania"
"KING'WANG'OKO","120677-0","Dispensary","Public",-4.46457,32.32089,"Tabora","Operating","Tanzania"
"NSIMBO","112466-8","Dispensary","Public",-4.94193,31.824439,"Tabora","Operating","Tanzania"
"KAZAROHO","102518-8","Health Center","Public",-4.98873,31.8535,"Tabora","Operating","Tanzania"
"BUKEMBA","100498-5","Dispensary","Public",-4.67141,32.1037,"Tabora","Operating","Tanzania"
"ST. TERESA MISSION","112521-0","Dispensary","Private",-4.62941,32.16546,"Tabora","Operating","Tanzania"
"IGOMBE","120671-3","Dispensary","Public",-5.32517,31.65244,"Tabora","Operating","Tanzania"
"USINDI","109804-5","Dispensary","Public",-5.08587,31.84557,"Tabora","Operating","Tanzania"
"MODERN","121312-3","Clinic","Private",-5.05561,31.76699,"Tabora","Operating","Tanzania"
"KALIUA","110899-2","Hospital","Public",-5.029562,31.804589,"Tabora","Operating","Tanzania"
"MWONGOZO","120680-4","Health Center","Public",-4.80352,32.39381,"Tabora","Operating","Tanzania"
"IGOMBE 60","101566-8","Dispensary","Public",-4.56353,32.2657,"Tabora","Operating","Tanzania"
"IMALAUPINA","101787-0","Dispensary","Public",-5.157219,31.797484,"Tabora","Operating","Tanzania"
"MSAMARIA MWEMA","111211-9","Dispensary","Private",-5.04899,31.79837,"Tabora","Operating","Tanzania"
"KANGEME","102324-1","Dispensary","Public",-5.42692,31.58125,"Tabora","Operating","Tanzania"
"KASUNGU","112467-6","Dispensary","Public",-5.011027,31.788824,"Tabora","Operating","Tanzania"
"KANOGE","102336-5","Dispensary","Public",-4.79369,32.33266,"Tabora","Operating","Tanzania"
"UYOWA","120676-2","Health Center","Public",-4.54376,31.96514,"Tabora","Operating","Tanzania"
"KASHISHI","123831-0","Health Center","Public",-4.38537,32.38132,"Tabora","Operating","Tanzania"
"USINGA","108181-9","Dispensary","Public",-5.669,31.284,"Tabora","Operating","Tanzania"
"USIMBA II","121075-6","Dispensary","Public",-5.32512,31.65212,"Tabora","Operating","Tanzania"
"MWONGOZO","106035-9","Dispensary","Public",-4.803521001,32.39381001,"Tabora","Operating","Tanzania"
"UZIMA","112520-2","Dispensary","Private",-4.622627,32.162112,"Tabora","Operating","Tanzania"
"NHWANDE","111212-7","Dispensary","Public",-4.68003,32.38629,"Tabora","Operating","Tanzania"
"IGAGALA","110901-6","Health Center","Public",-4.92637,31.63208,"Tabora","Operating","Tanzania"
"SELELI","107356-8","Dispensary","Public",-4.326931,32.328331,"Tabora","Operating","Tanzania"
"SAMA","122543-2","Dispensary","Private",-4.75142,32.35621,"Tabora","Operating","Tanzania"
"ILEGE","120678-8","Health Center","Public",-4.46457,32.32089,"Tabora","Operating","Tanzania"
"MKUYUNI","120778-6","Dispensary","Public",-5.06147,31.37778,"Tabora","Operating","Tanzania"
"CHONYONYO","108995-2","Dispensary","Public",-1.56445,31.04857,"Kagera","Operating","Tanzania"
"NYAISHOZI","106649-7","Dispensary","Public",-1.76527,31.12957,"Kagera","Operating","Tanzania"
"KIJUMBURA","102766-3","Dispensary","Public",-1.72467,30.91231,"Kagera","Operating","Tanzania"
"RUHITA","107140-6","Dispensary","Public",-1.84366,31.17538,"Kagera","Operating","Tanzania"
"OMURUSIMBI","108917-6","Dispensary","Public",-1.63191,31.09437,"Kagera","Operating","Tanzania"
"KIBWERA","102638-4","Dispensary","Public",-1.31806,31.12159,"Kagera","Operating","Tanzania"
"FAMILY","113042-6","Health Laboratory","Private",-1.53272,31.15348,"Kagera","Operating","Tanzania"
"NYAKAGOYAGOYE","108924-2","Dispensary","Public",-1.68328,30.98312,"Kagera","Operating","Tanzania"
"KIGARAMA","108931-7","Dispensary","Public",-1.2879,31.02337,"Kagera","Operating","Tanzania"
"BWERANYANGE","109572-8","Dispensary","Public",-1.76446,30.87526,"Kagera","Operating","Tanzania"
"KAYANGA PRISON","102514-7","Dispensary","Public",-1.53188,31.15598,"Kagera","Operating","Tanzania"
"RUGU","107135-6","Dispensary","Public",-1.82922,31.15933,"Kagera","Operating","Tanzania"
"NYABIYONZA","106635-6","Dispensary","Public",-1.7062,30.97542,"Kagera","Operating","Tanzania"
"MBEKEIZE HEALTH","122649-7","Health Laboratory","Private",-1.53171,31.15446,"Kagera","Operating","Tanzania"
"IHEMBE","101616-1","Dispensary","Public",-1.73013,31.1329,"Kagera","Operating","Tanzania"
"KAMAGAMBO","102271-4","Dispensary","Public",-1.60774,30.93779,"Kagera","Operating","Tanzania"
"CHANIKA","100739-2","Dispensary","Public",-1.44839,31.09065,"Kagera","Operating","Tanzania"
"KARASECO","102375-3","Dispensary","Private",-1.46307,31.18084,"Kagera","Operating","Tanzania"
"ST. LONGINUS","107605-8","Dispensary","Private",-1.7259,30.96314,"Kagera","Operating","Tanzania"
"KIBONDO","112869-3","Dispensary","Public",-1.74861,30.97367,"Kagera","Operating","Tanzania"
"KAFUNJO","113920-3","Dispensary","Public",-1.59386,30.89311,"Kagera","Operating","Tanzania"
"KANDEGESHO","109553-8","Dispensary","Public",-1.8293,30.95011,"Kagera","Operating","Tanzania"
"WEMA HEALTH","122655-4","Health Laboratory","Private",-1.73252,30.96601,"Kagera","Operating","Tanzania"
"KITENGULE PRISON","103172-3","Dispensary","Public",-1.25269,31.3245,"Kagera","Operating","Tanzania"
"PANGONI HEALTH","123258-6","Health Laboratory","Private",-1.60521,31.13852,"Kagera","Operating","Tanzania"
"IHEMBE II","112067-4","Dispensary","Public",-1.7123,31.1614,"Kagera","Operating","Tanzania"
"CHAMCHUZI","100719-4","Dispensary","Public",-1.776356,30.863539,"Kagera","Operating","Tanzania"
"RUKALE","113919-5","Dispensary","Public",-1.69587,31.12991,"Kagera","Operating","Tanzania"
"BUHAMIRA","100468-8","Dispensary","Public",-1.562588,31.246498,"Kagera","Operating","Tanzania"
"KAKIRO","102207-8","Dispensary","Public",-1.4539,31.14891,"Kagera","Operating","Tanzania"
"KIRURUMA","103053-5","Dispensary","Public",-1.64849,30.9509,"Kagera","Operating","Tanzania"
"NYAKASIMBI","106663-8","Dispensary","Public",-1.84122,31.12863,"Kagera","Operating","Tanzania"
"BUKANGARA","100497-7","Dispensary","Public",-1.719344,31.024048,"Kagera","Operating","Tanzania"
"FAMILY","109385-5","Dispensary","Private",-1.5337,31.15704,"Kagera","Operating","Tanzania"
"NYAKAYANJA","112068-2","Health Center","Public",-1.71737,31.11135,"Kagera","Operating","Tanzania"
"KISHOJU","103105-3","Dispensary","Public",-1.43763,31.17348,"Kagera","Operating","Tanzania"
"CHABALISA","122761-0","Dispensary","Public",-1.70637,30.99971,"Kagera","Operating","Tanzania"
"RUBALE","112070-8","Dispensary","Public",-1.74694,31.16044,"Kagera","Operating","Tanzania"
"NYAKAHANGA","106656-2","Hospital","Private",-1.60357,31.1411,"Kagera","Operating","Tanzania"
"EDEN JOYCE","109347-5","Dispensary","Private",-1.53115,31.15267,"Kagera","Operating","Tanzania"
"KAHANGA","108906-9","Dispensary","Public",-1.8873,31.13512,"Kagera","Operating","Tanzania"
"BESA","123733-8","Dispensary","Private",-1.68029,30.97967,"Kagera","Operating","Tanzania"
"KIBOGOIZI","109558-7","Dispensary","Public",-1.70848,31.17848,"Kagera","Operating","Tanzania"
"KAKURAIJO","102216-9","Dispensary","Public",-1.75401,30.99677,"Kagera","Operating","Tanzania"
"Neema","112188-8","Dispensary","Private",-1.53744,31.15544,"Kagera","Operating","Tanzania"
"NYAKABANGA","106651-3","Dispensary","Public",-1.78611,30.97643,"Kagera","Operating","Tanzania"
"ST. RAPHAEL'S  NYAKAIGA","106659-6","Hospital","Private",-1.73125,30.96309,"Kagera","Operating","Tanzania"
"BUJURUGA","100493-6","Dispensary","Public",-1.592144,31.17456,"Kagera","Operating","Tanzania"
"KEYMARK","120344-7","Clinic","Private",-1.53251,31.15113,"Kagera","Operating","Tanzania"
"KAYANGA","102512-1","Health Center","Public",-1.53465,31.15282,"Kagera","Operating","Tanzania"
"MWEKA","122640-6","Health Laboratory","Private",-1.53237,31.15286,"Kagera","Operating","Tanzania"
"KATWE","102500-6","Dispensary","Public",-1.41536,31.12823,"Kagera","Operating","Tanzania"
"BISHESHE","109004-2","Dispensary","Public",-1.67774,31.11907,"Kagera","Operating","Tanzania"
"ST. FRANCIS RWAMBAIZI","107191-9","Health Center","Private",-1.34677,31.11921,"Kagera","Operating","Tanzania"
"KANONI","108913-5","Dispensary","Public",-1.35581,31.03124,"Kagera","Operating","Tanzania"
"KARAGWE DISTRICT","113921-1","Hospital","Public",-1.48837,31.164180000000002,"Kagera","Operating","Tanzania"
"KARATU LUTHERAN","102377-9","Hospital","Private",-3.337586,35.626898,"Arusha","Operating","Tanzania"
"ENDAMAGHANG","101088-3","Dispensary","Public",-3.376743,35.335831,"Arusha","Operating","Tanzania"
"JJ POLYCLINIC","120281-1","Clinic","Private",-3.33916,35.67273,"Arusha","Operating","Tanzania"
"DUMBECHAND","101037-0","Dispensary","Public",-3.579308,35.315045,"Arusha","Operating","Tanzania"
"RHOTIA KAINAM","108505-9","Dispensary","Public",-3.3353,35.7318,"Arusha","Operating","Tanzania"
"BUGER","100451-4","Dispensary","Public",-3.725942,35.638136,"Arusha","Operating","Tanzania"
"ENDABASH","101081-8","Health Center","Public",-3.581053,35.612787,"Arusha","Operating","Tanzania"
"ENDONYAWET","111590-6","Dispensary","Public",-3.58806,35.67484,"Arusha","Operating","Tanzania"
"NGAIBARA","106328-8","Dispensary","Public",-3.670827,35.573101,"Arusha","Operating","Tanzania"
"AYALABE","100202-1","Dispensary","Public",-3.35739,35.689692,"Arusha","Operating","Tanzania"
"ENDESH","111459-4","Dispensary","Public",-3.7927399999999998,34.93553,"Arusha","Operating","Tanzania"
"CHEMCHEM","100766-5","Dispensary","Public",-3.39134,35.76646,"Arusha","Operating","Tanzania"
"ASKOFU HHANDO","104256-3","Health Center","Private",-3.52903,35.33227,"Arusha","Operating","Tanzania"
"BASHAY","114794-1","Dispensary","Public",-3.356376,35.625486,"Arusha","Operating","Tanzania"
"ZACCI","100333-4","Dispensary","Private",-3.34605,35.63338,"Arusha","Operating","Tanzania"
"ENDASHANGWET","101094-1","Dispensary","Private",-3.42723,35.56179,"Arusha","Operating","Tanzania"
"MATALA","104438-7","Dispensary","Public",-3.876931,34.754855,"Arusha","Operating","Tanzania"
"DOFFA HEALTH","124416-9","Health Laboratory","Private",-3.37116,35.60029,"Arusha","Operating","Tanzania"
"LOSITETE","103591-4","Dispensary","Private",-3.179727,35.904982,"Arusha","Operating","Tanzania"
"OLDEANI","106899-8","Health Center","Public",-3.348367,35.554879,"Arusha","Operating","Tanzania"
"MANG'OLA JUU","104257-1","Dispensary","Public",-3.387091,35.499617,"Arusha","Operating","Tanzania"
"MANG'OLA PRISON","104258-9","Dispensary","Public",-3.556144,35.327469,"Arusha","Operating","Tanzania"
"GYEKRUM LAMBO","101287-1","Dispensary","Public",-3.395649,35.67946,"Arusha","Operating","Tanzania"
"RHOTIA","107083-8","Health Center","Private",-3.310809,35.737693,"Arusha","Operating","Tanzania"
"SUMAWE","114770-1","Dispensary","Public",-3.336506,35.65855,"Arusha","Operating","Tanzania"
"BARAKA","100322-7","Dispensary","Private",-3.34389,35.67626,"Arusha","Operating","Tanzania"
"FAME","101124-6","Hospital","Private",-3.316921,35.660081,"Arusha","Operating","Tanzania"
"MBUGA NYEKUNDU","104644-0","Health Center","Public",-3.535827,35.374898,"Arusha","Operating","Tanzania"
"ORBOSHAN","115241-2","Dispensary","Public",-3.65861,35.63806,"Arusha","Operating","Tanzania"
"QARU","107046-5","Dispensary","Private",-3.523203,35.625352,"Arusha","Operating","Tanzania"
"LAJA","103451-1","Dispensary","Public",-3.627989,35.546485,"Arusha","Operating","Tanzania"
"ENDAMARARIEK","101089-1","Health Center","Private",-3.503743,35.670705,"Arusha","Operating","Tanzania"
"MAXOROMBA","104102-9","Dispensary","Public",-3.382805,35.434821,"Arusha","Operating","Tanzania"
"KAMBI YA SIMBA","102286-2","Health Center","Public",-3.277992,35.801515,"Arusha","Operating","Tanzania"
"KANSAY","102340-7","Health Center","Private",-3.66907,35.59363,"Arusha","Operating","Tanzania"
"MARERA","113937-7","Dispensary","Public",-3.322777,35.717734,"Arusha","Operating","Tanzania"
"HUDUMA","120837-0","Dispensary","Public",-3.368349,35.807172,"Arusha","Operating","Tanzania"
"BASODAWISH","100339-1","Dispensary","Public",-3.4409,35.67453,"Arusha","Operating","Tanzania"
"MALECKCHAND","104170-6","Dispensary","Public",-3.528134,35.294744,"Arusha","Operating","Tanzania"
"KARATU","102376-1","Health Center","Public",-3.339992,35.669432,"Arusha","Operating","Tanzania"
"MAHHAHHA","113939-3","Dispensary","Public",-3.5211741,35.7059369,"Arusha","Operating","Tanzania"
"KARATU","113964-1","Hospital","Public",-3.38532,35.57631,"Arusha","Operating","Tanzania"
"DOFA","112463-5","Dispensary","Public",-3.36096,35.61296,"Arusha","Operating","Tanzania"
"LAKE EYASI","112937-8","Dispensary","Private",-3.49978,35.40206,"Arusha","Operating","Tanzania"
"LAGHANGARERI","103446-1","Dispensary","Public",-3.552925,35.295794,"Arusha","Operating","Tanzania"
"Getamock","101203-8","Dispensary","Private",-3.51395,35.71346,"Arusha","Operating","Tanzania"
"Qangded","107045-7","Dispensary","Private",-3.50801,35.39382,"Arusha","Operating","Tanzania"
"UPENDO CRCT","108133-0","Dispensary","Private",-3.518781,35.335911,"Arusha","Operating","Tanzania"
"Slahhamo","107507-6","Dispensary","Private",-3.249617,35.82774,"Arusha","Operating","Tanzania"
"WDA","111226-7","Dispensary","Private",-3.584101,35.610607,"Arusha","Operating","Tanzania"
"HOLYSPIRIT","101380-4","Dispensary","Private",-3.34658,35.67261,"Arusha","Operating","Tanzania"
"AGAPE","112276-1","Dispensary","Private",-3.32022,35.40452,"Arusha","Operating","Tanzania"
"QURUS","107052-3","Dispensary","Public",-3.433426,35.610985,"Arusha","Operating","Tanzania"
"Endallah","101087-5","Dispensary","Private",-3.457813,35.737399,"Arusha","Operating","Tanzania"
